epoch,acc,loss,val_acc,val_loss
0,0.22774174528301888,2.124377762371639,0.22325721153846154,1.9292407769423265
1,0.2521373820754717,1.8985478821790442,0.23497596153846154,1.9042421304262602
2,0.2578862028301887,1.8673392489271343,0.23587740384615385,1.8876131452046907
3,0.27926002358490565,1.8124016894484467,0.2481971153846154,1.8713421867443965
4,0.2815448113207547,1.8096433866698787,0.25540865384615385,1.8480345927751982
5,0.27926002358490565,1.8082774787578944,0.2605168269230769,1.8463463141367986
6,0.28685141509433965,1.7788030538918838,0.27794471153846156,1.802951230452611
7,0.29348466981132076,1.7525390757704682,0.2725360576923077,1.8036101231208215
8,0.291126179245283,1.7549072515289739,0.27013221153846156,1.8037672776442308
9,0.3052771226415094,1.730378709874063,0.2824519230769231,1.7750451106291552
10,0.3038030660377358,1.7188182911782894,0.28665865384615385,1.7492350110640893
11,0.31028891509433965,1.708263762716977,0.2860576923076923,1.7775352597236633
12,0.3157429245283019,1.696909930346147,0.2890625,1.736229277574099
13,0.31802771226415094,1.688226582869044,0.28125,1.74168192423307
14,0.32760908018867924,1.6697940792677537,0.29356971153846156,1.7357411751380334
15,0.3214917452830189,1.6718492181795948,0.29086538461538464,1.7109403243431678
16,0.32790389150943394,1.6563911842850019,0.3094951923076923,1.685880986543802
17,0.3214917452830189,1.6662716359462377,0.2965745192307692,1.6952608548677885
18,0.3332104952830189,1.6460440136351675,0.3128004807692308,1.6971455124708323
19,0.33247346698113206,1.6425585218195646,0.30228365384615385,1.6763929541294391
20,0.33719044811320753,1.6304695527508575,0.3290264423076923,1.6385302222692049
21,0.35392099056603776,1.6041956307753078,0.33203125,1.6417304919316218
22,0.35325766509433965,1.5967426367525785,0.32992788461538464,1.635983251608335
23,0.35856426886792453,1.5961255509898347,0.33022836538461536,1.6457833005831792
24,0.35561615566037735,1.583858091876192,0.31820913461538464,1.6281897929998546
25,0.365344929245283,1.5722629023048114,0.34615384615384615,1.607857529933636
26,0.3735996462264151,1.5616177511665057,0.33383413461538464,1.6028474752719586
27,0.3701356132075472,1.5519148190066498,0.3542668269230769,1.563675807072566
28,0.38089622641509435,1.5341726564011484,0.3434495192307692,1.5731274348038893
29,0.375,1.5485243583625217,0.3620793269230769,1.5512667756814222
30,0.3881928066037736,1.5241019388414778,0.3557692307692308,1.550100253178523
31,0.38649764150943394,1.5141972033482678,0.36268028846153844,1.543078560095567
32,0.39106721698113206,1.504872255730179,0.35396634615384615,1.5472065714689403
33,0.39195165094339623,1.5039148679319418,0.38070913461538464,1.5210462029163654
